場所名稱,場所地址,場所經緯度X,場所經緯度Y,場所類型,場所網址,場所描述,AED放置地點,AED經緯度X,AED經緯度Y,AED地點描述,開放使用時間,開放使用時間緊急連絡電話,資料建立時間
臺中市立霧峰幼兒園吉峰分班,台中市霧峰區吉峰里峰堤路67號,120.714877,24.0728,其他場所,,,一樓儲藏室內,120.714877,24.0728,一樓儲藏室內,"星期一至星期五 08:00 至 16:00
                星期六 00:00 至 00:00
                星期日 00:00 至 00:00
                備註:寒暑假停托期間不開放",04-23331823,2014-11-10 17:47:00.0
新埔里活動中心,桃園縣桃園市南通路65號,121.306555,25.020335,其他場所,,里民活動中心,活動中心,121.306555,25.020335,里民活動中心1樓,"星期一至星期五 08:00 至 12:00
                星期六  至 
                星期日  至 
                備註:",03-3250070,2014-12-27 16:18:00.0
宜蘭縣立利澤國民中學,宜蘭縣五結鄉利寶路９９號,121.828683,24.665888,國中,http://120.101.215.1/,於濱海公路１６６公里處，靠海邊方向轉入，轉入後直行約１００公尺內，即可見右手邊的利澤國中，進校門後延著風雨走廊走到底右轉，之後可看到正前方有紅色ＡＥＤ標誌,健康中心入門處,121.828683,24.665888,在健康中心入門處即可見ＡＥＤ,"星期一至星期五 08:00 至 04:00
                星期六  至 
                星期日  至 
                備註:",0922551886,2014-03-24 14:16:00.0
環球健身中心,新北市板橋區縣民大道二段7號24樓,121.463815,25.014051,台鐵車站,,,環球健身中心24樓,121.463815,25.014051,環球健身中心24樓 櫃檯旁,"星期一至星期五 07:00 至 23:00
                星期六 08:00 至 21:00
                星期日 08:00 至 21:00
                備註:",89699956,2014-04-22 17:27:00.0
保安宮,嘉義市西區自由路145號,120.437947,23.48729,其他場所,,,保安宮廳內,120.437947,23.48729,保安宮大門入左側,"星期一至星期五 07:00 至 21:00
                星期六 07:00 至 21:00
                星期日 07:00 至 21:00
                備註:",0937357849,2016-12-30 21:13:00.0
國立桃園啟智學校,桃園縣桃園市德壽街10號,121.302427,24.979788,高中職,http://www.tsad.tyc.edu.tw/,,健康中心,121.302427,24.979788,位於行政棟一樓健康中心內,"星期一至星期五 08:00 至 16:00
                星期六  至 
                星期日  至 
                備註:",03-3647099#119,2014-01-06 14:48:00.0
台灣醋酸化學股份有限公司,雲林縣麥寮鄉台塑工業園區5號及5-5號,120.201915,23.810789,其他場所,,台灣醋酸化學股份有限公司(醋酸廠),醋酸廠2F盤控室,120.201915,23.810789,醋酸廠2F盤控室,"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:24小時全天開放",05-6813148,2016-03-09 14:02:00.0
大雪山國家森林遊樂區,台中市和平區雪山路18號,120.922001,24.243643,森林遊樂區,,,43k遊客中心2樓,121.008058,24.255534,服務櫃台旁,"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:",04-25877902,2013-10-11 10:34:00.0
新北市土城區樂利國民小學,新北市土城區裕生路65號,121.456226,24.976206,國小,http://www.llps.ntpc.edu.tw/,,健康中心,121.456226,24.976206,1樓健康中心內,"星期一至星期五 08:00 至 16:00
                星期六  至 
                星期日  至 
                備註:六日不開放",02-22662568轉824,2014-10-05 22:03:00.0
大潤發流通事業股份有限公司台東分公司,台東縣台東市台東市中興路三段592號,121.106372,22.772541,賣場,,"商店街/美食街等,休閒與生活所需一應俱全為免除您尋覓停車位之苦,共設置420個汽機車停車位哦!",一樓大廳服務台旁,121.106372,22.772541,一樓大廳服務台旁,"星期一至星期五 09:00 至 22:30
                星期六 09:00 至 22:30
                星期日 09:00 至 23:30
                備註:",089-222399#512,2014-01-22 16:36:00.0
新竹市立成德高中,新竹市北區崧嶺路128巷38號,120.953335,24.790919,高中職,,,校門口警衛室,120.953335,24.790919,校門口警衛室內,"星期一至星期五  至 
                星期六  至 
                星期日  至 
                備註:全日開放",035258748*504,2014-09-12 10:27:00.0
御群露天溫泉會館,台中市和平區東關路1段99號,121.015348,24.194912,大型公眾浴場,,中山高速公路→國道四號→石岡下→東勢→台八線（中橫公路）→御群露天溫泉會館（豐原客運旁）,櫃檯202房旁,121.015348,24.194912,櫃檯202房旁,"星期一至星期五 09:00 至 22:00
                星期六 09:00 至 22:00
                星期日 09:00 至 22:00
                備註:",04-25951188,2014-05-30 12:24:00.0
孫立人將軍故居,台中市西區向上路1段18號,120.667992,24.146866,文化園區,,民生北路與向上路口(中油加油站對面),一樓入門玄關處,120.667992,24.146866,一樓入門玄關處,"星期一至星期五 00:00 至 00:00
                星期六 00:00 至 00:00
                星期日 09:00 至 16:00
                備註:請洽22290280轉507分機",22290280,2013-10-15 18:32:00.0
法務部矯正署東成技能訓練所,台東縣卑南鄉美農村班鳩1號,121.076532,22.836577,監獄,http://http://www.dcv.moj.gov.tw/mp070.html,本所為依法執行監禁處所,戒護區中央臺,121.076532,22.836577,戒護區之中央臺的左方,"星期一至星期五  至 
                星期六  至 
                星期日  至 
                備註:全天開放",089-570746,2014-10-09 16:37:00.0
彰化縣立曉陽國民小學,彰化縣線西鄉彰化縣線西鄉頂犁村頂犁路158-1號,120.47871,24.121588,國小,http://163.23.93.194,,中走廊,120.47871,24.121588,校門正門(北)入口中走廊左邊牆上,"星期一至星期五 08:00 至 16:30
                星期六  至 
                星期日  至 
                備註:",04-7585370,2015-05-14 11:18:00.0
臺南市私立南英商工職校,台南市中西區永福路一段149號,120.200056,22.986148,高中職,,,健康中心,120.200056,22.986148,南英商工商科大樓1樓健康中心,"星期一至星期五 08:00 至 16:30
                星期六  至 
                星期日  至 
                備註:星期六日及國定假日(含颱風假)不開放",06-2132222-306,2013-11-05 13:35:00.0
玄奘大學,新竹市香山區新竹市玄奘路48號,120.943273,24.774372,大專院校,http://www.hcu.edu.tw,,學生宿舍1樓,120.943273,24.774372,管理員室對面牆面,"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:",03-5400333,2014-10-28 11:41:00.0
F Hotel 花蓮館,花蓮縣花蓮市國盛二街203-1號,121.606304,23.993562,旅館,,,大廳,121.606304,23.993562,大廳,"星期一至星期五 00:00 至 00:00
                星期六 00:00 至 00:00
                星期日 00:00 至 00:00
                備註:",038325589,2014-09-26 15:19:00.0
國立屏東大學(屏商校區),屏東縣屏東市屏東市民生東路51號,120.511919,22.656829,大專院校,,,屏商校區教學貳館一樓東側入口牆壁,120.512287,22.657081,屏商校區教學貳館一樓東側入口牆壁,"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:全天開放",08-7663800*12301,2016-01-05 11:01:00.0
貓空纜車指南宮站,台北市文山區指南路3段157巷200號,121.589698,24.979041,其他場所,http://gondola.trtc.com.tw/,,車站1樓,121.589534,24.979083,1樓電梯左側,"星期一至星期五 09:00 至 21:00
                星期六 08:30 至 22:00
                星期日 08:30 至 21:00
                備註:週二至週四09:00 ~ 21:00
週五及國定假日前一天09:00 ~ 22:00
週六及國定假日08:30 ~ 22:00
週日及國定假日最後一天08:30 ~ 21:00
 ※週一為保養維護日，全天不營業，如遇國定假日則順延。",02-218-12345,2014-10-20 13:16:00.0
桃園市立平鎮高級中學,桃園市平鎮區桃園市平鎮區環南路三段100號,121.218938,24.939916,高中職,http://www.pjhs.tyc.edu.tw/,"開車:中山高速公路： [中壢/新屋交流道]下往中壢方向接民族路，右轉環南路過中豐路二百公尺。 [66快速道路:觀音/大溪交流道]下往大溪方向至[中豐路]交流道下，再迴轉接中豐路右轉，往中壢方向至環南路口右轉二百公尺。北二高：大溪交流道下往中壢方向接東西快速道路至中豐路口下，往中壢方向至環南路口右轉二百公尺。省道：在平鎮市之省道為延平路，經延平路與中豐路交叉口，轉中豐路往龍潭方向，至環南路口左轉二百公尺。坐車:客運：中壢客運、桃園客運、新竹客運，在平鎮市公所站下車步行，由德育路至環南路5分鐘；在環南路口站（第一製藥）下車步行3分鐘。火車：中壢站下車，由後站經和平路轉德育路，步行約20分鐘",本校警衛室,121.218938,24.939916,本校地點位於平鎮市環南路與德育路交叉路口，AED設置於本校校門口警衛室內，並置放於專屬櫃子供緊急事故使用,"星期一至星期五 08:00 至 17:00
                星期六 00:00 至 00:00
                星期日 00:00 至 00:00
                備註:",03-4287288轉316或314,2015-05-28 09:43:00.0
中華航空股份有限公司,台北市大園鄉航站南路1號,121.220824,25.068402,航空器,,,華航客機,121.220824,25.068402,"-	B74B,B74C*: 20AB bin-	B74C: 1R-C2-b-	B738: 1L-1st fwd bin-	B738*: 1L-C1-	A340: 1R-C1-c-	A330: 1D fwd bin","星期一至星期五  至 
                星期六  至 
                星期日  至 
                備註:",3993322,2014-05-15 11:34:00.0
台北市河濱自行車租借站景福站,台北市中正區自來水園區公館水岸廣場上(思源路底)永福橋旁,121.528235,25.011213,其他場所,http://www.ukan.com.tw/,台北市河濱自行車租借站景福站 自來水園區公館水岸廣場上(思源路底)永福橋旁,景福租借站內,121.528235,25.011213,台北市河濱自行車租借站景福站 自來水園區公館水岸廣場上(思源路底)永福橋旁,"星期一至星期五 08:00 至 20:00
                星期六 08:00 至 20:00
                星期日 08:00 至 20:00
                備註:備註:平日中午12:00-14:00不開放 每月一天站務會議不開放",0982780780,2014-05-08 17:47:00.0
臺北市中山區公所,台北市中山區松江路367號,121.533456,25.064408,其他場所,,,社會課民眾等候休息區,121.533456,25.064408,"臺北市中山區行政中心社會課民眾等候休息區","星期一至星期五 08:00 至 21:00
                星期六 08:00 至 17:00
                星期日 08:00 至 17:00
                備註:國定假日除外",25031369,2013-10-28 08:34:00.0
桃園市八德國中,桃園市八德區興豐路321號,121.286688,24.929436,國中,http://163.30.93.10/web/,,八德國中中庭,121.286688,24.929436,總務處旁穿堂,"星期一至星期五 08:00 至 16:00
                星期六  至 
                星期日  至 
                備註:",3685322,2015-05-28 11:41:00.0
遠東航空股份有限公司,台北市松山區敦化北路405巷123弄5號,121.555896,25.062695,航空器,,,35排DEF行李櫃內,121.555896,25.062695,"遠東航空MD-80飛機A/C REG.NO.B-28021","星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:",02-2712-1555*5821,2014-05-28 10:20:00.0
嘉義市西區西榮里辦公處,嘉義市西區新榮路196號,120.444295,23.478515,其他場所,,嘉義市西區西榮里辦公處,嘉義市西區西榮里辦公處,120.444295,23.478515,嘉義市西區西榮里辦公處,"星期一至星期五 08:00 至 20:00
                星期六 08:00 至 20:00
                星期日 08:00 至 20:00
                備註:",0919860960,2014-05-07 10:44:00.0
國立高雄大學,高雄市楠梓區高雄大學路700號,120.277872,22.734315,大專院校,http://www.nuk.edu.tw/index.php,,運動健康與休閒大樓(門口),120.277872,22.734315,國立高雄大學運動健康與休閒大樓(大門口),"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:",07-5919380,2013-12-12 11:46:00.0
臺中市立南屯幼兒園,台中市南屯區工業18路33號,120.60865,24.154967,其他場所,,,臺中市立南屯幼兒園,120.60865,24.154967,園內辦公室對面處,"星期一至星期五 08:00 至 18:00
                星期六 00:00 至 00:00
                星期日 00:00 至 00:00
                備註:",04-23580181,2014-11-14 18:28:00.0
